"","ID","lang","Date","Source","len","Orig_Tweet","Tweet","Likes","RTs","Hashtags","UserMentionNames","UserMentionID","Name","Place","Followers","Friends"
"479283",1018551546005647360,"en","2018-07-15 17:43:06","Twitter for Android",102,"RT @FIFAWorldCup: FIFA Young Player Award: 

?Kylian MBAPPE (#FRA) 

#WorldCup https://t.co/v4eMfItkkP","FIFA Young Player Award Kylian MBAPPE",0,17158,"FRA,WorldCup","FIFA World Cup","FIFAWorldCup","Madridista Bhishma","??????? ??????????? ????? ????",352,942
"313575",1017131591984967680,"en","2018-07-11 19:40:43","Twitter for iPhone",84,"RT @piesportsbooze: England fans right now #WorldCup #CROENG https://t.co/V3mSNiR9t0","England fans right now",0,52,"WorldCup,CROENG","Pie Sports Booze ?","piesportsbooze","Pie Sports Booze ?","kik: PieSportsBooze",98612,1217
"191527",1013099171501563904,"en","2018-06-30 16:37:19","Twitter for Android",139,"RT @realmadriden: ?? @Cristiano will be in #WorldCup action tonight when #POR face #URU for a place in the quarter-finals. Kick-off at 20h…","will be in action tonight when face for place in the quarter finals Kick off at",0,996,"WorldCup,POR,URU","Real Madrid C.F. ????,Cristiano Ronaldo","realmadriden,Cristiano","Frimpong750","Ashanti, Ghana",26,261
"160795",1013109310413529088,"en","2018-06-30 17:17:36","Twitter for Android",139,"RT @mohanstatsman: Born six months after France won the 1998 World Cup, 19-year-old Kylian Mbappe #FRA became the only the second teenager…","Born six months after France won the World Cup year old Kylian Mbappe became the only the second teenager",0,115,"FRA","Mohandas Menon","mohanstatsman","Jeffery","Where the money is IJN! ??",52,85
"411944",1018555717119164416,"en","2018-07-15 17:59:41","Twitter for Android",140,"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…","Dear France Congratulations on winning the of your team is African cut out the racism and xenophobi",0,32095,"WorldCup","Khaled Beydoun","KhaledBeydoun","Febryana R. A. Lubis","Jakarta Selatan, DKI Jakarta",849,728
"313983",1017131481297313792,"en","2018-07-11 19:40:17","Twitter for iPhone",85,"RT @ManUtd: Let's do this, @MarcusRashford! #WorldCup #ENGCRO https://t.co/sJZXn1c2gq","Lets do this",0,620,"WorldCup,ENGCRO","Manchester United,Marcus Rashford","ManUtd,MarcusRashford","Mumtaz Goolam RN","Solihull, West Midlands ",176,981
"315679",1017131041025339392,"en","2018-07-11 19:38:32","Twitter for Android",116,"RT @FIFAWorldCup: The moment all of Croatia was sent into sheer joy...

#CROENG // #WorldCup https://t.co/QtXtcd6pU4","The moment all of Croatia was sent into sheer joy",0,550,"CROENG,WorldCup","FIFA World Cup ?","FIFAWorldCup","Andrés Herrera","Nuevo León, México",225,172
"359577",1018368726285144064,"en","2018-07-15 05:36:39","Twitter for iPhone",140,"RT @kwesesports: Every four years, from a small city in Milan, a FIFA #WorldCup trophy is created. 

See how the trophy that either #FRA or…","Every four years from small city in Milan FIFA trophy is created See how the trophy that either or",0,172,"WorldCup,FRA","Kwesé ESPN","kwesesports","Haeden Ford","Pleasant Prairie, WI",1142,1084
"509137",1018550123255623680,"en","2018-07-15 17:37:27","Twitter for iPhone",131,"RT @SpursOfficial: Congratulations, @HKane - #WorldCup 2018 Golden Boot winner with 6 goals! 

#OneOfOurOwn https://t.co/hoRSUSaf37","Congratulations Golden Boot winner with goals",0,3402,"WorldCup,OneOfOurOwn","Tottenham Hotspur,Harry Kane","SpursOfficial,HKane","jedibiker","Birmingham",162,1000
"421594",1018555037528752128,"en","2018-07-15 17:56:59","Twitter for Android",96,"RT @premierleague: Dab with the #WorldCup? 

@paulpogba's completed it ? https://t.co/lmGdXE9WOG","Dab with the completed it",0,9218,"WorldCup","Premier League,Paul Pogba","premierleague,paulpogba","Asad Sultan","???, ???????? ??????? ???????",224,182
"418192",1018555271076044800,"en","2018-07-15 17:57:55","Twitter for iPhone",96,"RT @premierleague: Dab with the #WorldCup? 

@paulpogba's completed it ? https://t.co/lmGdXE9WOG","Dab with the completed it",0,8535,"WorldCup","Premier League,Paul Pogba","premierleague,paulpogba","S-ali","?",487,508
"89183",1013523934325690368,"en","2018-07-01 20:45:10","Twitter for Android",46,"RT @RichardSHarmon: This is absurd!! #WorldCup","This is absurd",0,88,"WorldCup","Richard Harmon","RichardSHarmon","Aline ?","Alsace, France ",43,519
"204362",1013096076797149184,"en","2018-06-30 16:25:01","Twitter for iPhone",96,"RT @EASPORTSFIFA: Sometimes you can't have it all. ? for #ARG

#WorldCup https://t.co/HHO1ataeAC","Sometimes you can not have it all for",0,271,"ARG,WorldCup","EA SPORTS FIFA","EASPORTSFIFA","#SmartHats","United States",276,1206
"487012",1018551146481414144,"en","2018-07-15 17:41:31","Twitter Lite",123,"RT @HermaineM: Let's appreciate this young legend!!!
KYLIAN MBAPPE 10 ?? 
 #WorldCupFinal #WorldCup https://t.co/XVULD0Wnnc","Lets appreciate this young legend KYLIAN MBAPPE",0,1146,"WorldCupFinal,WorldCup","HermaineM","HermaineM","leonel lukain","Mount frere South Africa Eastern cape",10,54
"278730",1016787834735398912,"en","2018-07-10 20:54:45","Twitter for iPhone",111,"RT @TeamFA: There's ONLY one man who can stop Kylian Mbappe in his tracks...

#WorldCup https://t.co/CvkXWCTiP2","Theres ONLY one man who can stop Kylian Mbappe in his tracks",0,54,"WorldCup","Team FA ???????","TeamFA","Jordan","England, United Kingdom",112,269
"15622",1013566522919440384,"en","2018-07-01 23:34:24","Twitter for Android",86,"RT @8bitfootball: The day of the goalkeepers! ?????? #WorldCup https://t.co/Jv6mg1M98q","The day of the goalkeepers",0,854,"WorldCup","8bit-Football.com","8bitfootball","Maxim Senatorov","Moscow",3213,2905
"250122",1016738807398350848,"en","2018-07-10 17:39:56","TweetDeck",140,"RT @Sportsnet650: Coming up: @tylergreenFC joins #ThePlaybook with @jawnjang and @BatchHockey to discuss the #WorldCup semi-finals and Rona…","Coming up joins with and to discuss the semi finals and Rona",0,2,"ThePlaybook,WorldCup","Sportsnet 650,Tyler Green,Jawn Jang,Brendan Batchelor","Sportsnet650,tylergreenFC,jawnjang,BatchHockey","John Molinaro","Toronto, Canada",10848,80
"15321",1013567049182924800,"en","2018-07-01 23:36:30","Twitter for iPhone",88,"RT @awestover: Welp #denmark @bmorecraftbeer #worldcup @shay3322 https://t.co/d1SGOWDBei","Welp",0,1,"denmark,worldcup","adam westover,Chris,Shannon","awestover,bmorecraftbeer,shay3322","Chris","Parts unknown",3434,4715
"10520",1013575924682514432,"en","2018-07-02 00:11:46","Twitter for Android",140,"RT @Acemashudu: Lets jump into the #9PMTrain Simply Retweet, Follow Me, @Aey_dear @DelphyWaterson @tsie_mowdiise @Itu_Magohle @Lebeko_Ndlon…","Lets jump into the Simply Retweet Follow Me",0,650,"9PMTrain","Nesane Ace Mashudu,dEAR ??,?Dee?,?B O S S ? B A B E ?,Honourable Bridgette?","Acemashudu,Aey_dear,DelphyWaterson,tsie_mowdiise,Itu_Magohle","Leleth2.Mhayise","Newcastle",24,29
"467827",1018552200778395648,"en","2018-07-15 17:45:43","Twitter for iPhone",109,"RT @AFP_Sport: France captain Hugo Lloris lifts his country's second #worldcup trophy https://t.co/VSXxt7PgWL","France captain Hugo Lloris lifts his countrys second trophy",0,25,"worldcup","AFP Sport","AFP_Sport","Arthur Tumwa","Nairobi, Kenya",71,195
"505849",1018550269297094656,"en","2018-07-15 17:38:02","Twitter for Android",140,"RT @BBCSport: FRANCE ARE THE WORLD CHAMPIONS!

It’s ended #FRA 4-2 #CRO to give the French their second #WorldCup triumph.

Allez les bleus…","FRANCE ARE THE WORLD CHAMPIONS It ended to give the French their second triumph Allez les bleus",0,2547,"FRA,CRO,WorldCup","BBC Sport","BBCSport","Charles Onyemakonor","Abuja, Nigeria",16374,9169
"477481",1018551646643785728,"en","2018-07-15 17:43:30","Twitter for iPhone",129,"RT @LouisVuitton: France is back ! ???
@LouisVuitton congratulates the winning team of the 2018 #WorldCup https://t.co/lloyH55Ab3","France is back congratulates the winning team of the",0,1556,"WorldCup","Louis Vuitton,Louis Vuitton","LouisVuitton,LouisVuitton","RoRo","Houston, TX",1194,2043
"460737",1018552595856715776,"en","2018-07-15 17:47:17","Twitter Web Client",84,"Congratulations, @HKane on winning the Golden Boot award! #ThreeLions #ENG #WorldCup","Congratulations on winning the Golden Boot award",0,0,"ThreeLions,ENG,WorldCup","Harry Kane","HKane","Alex Schoendorf Clements","Kalamazoo, MI",31,396
"65886",1013527008930754560,"en","2018-07-01 20:57:24","Twitter for Android",139,"RT @FCBarcelona: ?? @ivanrakitic scores the winning penalty to send @HNS_CFF into the #WorldCup quarter-finals, where they'll face Russia!…","scores the winning penalty to send into the quarter finals where they will face Russia",0,1055,"WorldCup","FC Barcelona,Ivan Rakitic,HNS | CFF","FCBarcelona,ivanrakitic,HNS_CFF","????????????","Vijayawada, India",464,347
"127703",1013241783126581248,"en","2018-07-01 02:04:00","Twitter for iPhone",144,"RT @FIFAWorldCup: ????
?????

Two of football's biggest ever stars depart the #WorldCup on the same day as #ARG &amp; #POR are eliminated.

But…","Two of footballs biggest ever stars depart the on the same day as are eliminated But",0,3644,"WorldCup,ARG,POR","FIFA World Cup ?","FIFAWorldCup","Valery Ivlev","Moscow",195,120
"386232",1018557812073549824,"en","2018-07-15 18:08:00","Twitter for iPhone",140,"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…","Dear France Congratulations on winning the of your team is African cut out the racism and xenophobi",0,26553,"WorldCup","Khaled Beydoun","KhaledBeydoun","??? ????","Earth",9,186
"367333",1018559630052450304,"en","2018-07-15 18:15:14","Twitter Web Client",131,"RT @FIFAWorldCup: ????
#FRA

France have won the 2018 FIFA #WorldCup in Moscow! 

#FRACRO // #WorldCupFinal https://t.co/fZhmJmxjVh","France have won the FIFA in Moscow",0,53323,"FRA,WorldCup,FRACRO,WorldCupFinal","FIFA World Cup","FIFAWorldCup","???????????????","?????????",66,188
"48269",1013533145558343680,"en","2018-07-01 21:21:47","Twitter for iPhone",140,"RT @WhoScored: .@kschmeichel1: Man of the Match - #CRO vs #DEN

Rating 8.48
Saves (excluding penalty shootout) 5
Penalty saves (including p…","Man of the Match vs Rating Saves excluding penalty shootout Penalty saves including",0,62,"CRO,DEN","WhoScored.com,Kasper Schmeichel","WhoScored,kschmeichel1","ania ????","Black Lives Matter",2481,285
"337605",1017158456049045504,"en","2018-07-11 21:27:28","Twitter for iPhone",90,"RT @janejonsxx: IM SORRY LOUIS 
England had to win but ?
#WorldCup https://t.co/JeZZ4sIWv2","IM SORRY LOUIS England had to win but",0,4,"WorldCup","olivelouie ????","janejonsxx","?????????|?????","New York, USA",610,0
"500917",1018550484674797568,"en","2018-07-15 17:38:53","Twitter for iPhone",140,"RT @EXO_FAN9: Power already played at the stadium ? OMG 
I'm so excited for tonight?

#EXO #weareoneEXO 
#WorldCupFinal #worldcup 
#FIFAxEX…","Power already played at the stadium OMG am so excited for tonight",0,154,"EXO,weareoneEXO,WorldCupFinal,worldcup","?EXO MY LIFE?","EXO_FAN9","LAY ZHANG ?","In yixing’s heart",156,577
"69023",1013526335732535296,"en","2018-07-01 20:54:43","Twitter for iPhone",139,"RT @FCBarcelona: ?? @ivanrakitic scores the winning penalty to send @HNS_CFF into the #WorldCup quarter-finals, where they'll face Russia!…","scores the winning penalty to send into the quarter finals where they will face Russia",0,1055,"WorldCup","FC Barcelona,Ivan Rakitic,HNS | CFF","FCBarcelona,ivanrakitic,HNS_CFF","Andrè","Lagos ",734,274
"292585",1016818355309867008,"en","2018-07-10 22:56:02","Twitter for iPhone",140,"RT @Chewrantula: Her: ""I only go for lads with eight inch cocks.""

Harry Maguire: ""I'll have to fold it in half, then.""

#england #WorldCup…","Her only go for lads with eight inch cocks Harry Maguire will have to fold it in half then",0,5570,"england,WorldCup","Chris Hewitt","Chewrantula","jacob denton","Grimsby, England",898,940
"495269",1018550739063451648,"en","2018-07-15 17:39:54","Twitter for Android",107,"RT @FIFAWorldCup: adidas Golden Glove Award: 

?Thibaut COURTOIS (#BEL) 

#WorldCup https://t.co/S5xB7RBBdP","adidas Golden Glove Award Thibaut COURTOIS",0,17786,"BEL,WorldCup","FIFA World Cup","FIFAWorldCup","Martin Brown","Leeds",1960,4998
"245315",1016741132372496384,"en","2018-07-10 17:49:10","Twitter Web Client",202,"@fabsonaboat's heartbroken #WorldCup predictions: #FRA will rock #BEL this round, only to lose to the #ENG lads in the final in a shootout... You heard it here first #ItsComingHome #FootballIsComingHome","heartbroken predictions will rock this round only to lose to the lads in the final in shootout You heard it here first",0,0,"WorldCup,FRA,BEL,ENG,ItsComingHome,FootballIsComingHome","Fabricio Costa","fabsonaboat","Fabricio Costa","New York, USA",172,236
"529416",1018628813536800768,"en","2018-07-15 22:50:09","Twitter for Android",105,"RT @FIFAWorldCup: The 2018 FIFA #WorldCup winners - @FrenchTeam! 

#WorldCupFinal https://t.co/1ohEpD7cDq","The FIFA winners",0,12691,"WorldCup,WorldCupFinal","FIFA World Cup,French Team","FIFAWorldCup,FrenchTeam","Su??z? ?","France",446,65
"203120",1013096349515034624,"en","2018-06-30 16:26:06","Hootsuite Inc.",155,"Mbappe 2goals in the 4minutes gap
?? 64’ &amp; 68’
#sportsfix #mbappe #worldcup @SportsfixTV @FIFAWorldCup @KMbappe @KylianMbappeee https://t.co/SlsnPIlx00","Mbappe goals in the minutes gap",2,0,"sportsfix,mbappe,worldcup","Sportsfix.tv,FIFA World Cup ?,Kylian Mbappé,KylianMbappé","SportsfixTV,FIFAWorldCup,KMbappe,KylianMbappeee","Sportsfix.tv","KL, Malaysia",7740,300
"320299",1017129909209182208,"en","2018-07-11 19:34:02","Twitter for Android",91,"RT @FIFAWorldCup: We're under way in Moscow! 

#CROENG // #WorldCup https://t.co/DNZIgjy7Hf","We are under way in Moscow",0,660,"CROENG,WorldCup","FIFA World Cup ?","FIFAWorldCup","Edu Rojas","Cajamarca, Peru",373,807
"56301",1013529587853062144,"en","2018-07-01 21:07:38","Twitter Lite",139,"RT @FCBarcelona: ?? @ivanrakitic scores the winning penalty to send @HNS_CFF into the #WorldCup quarter-finals, where they'll face Russia!…","scores the winning penalty to send into the quarter finals where they will face Russia",0,1054,"WorldCup","FC Barcelona,Ivan Rakitic,HNS | CFF","FCBarcelona,ivanrakitic,HNS_CFF","wildan_febrianta","BANDAR LAMPUNG",198,243
"371191",1018559239793459200,"en","2018-07-15 18:13:41","Twitter for iPhone",140,"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…","Dear France Congratulations on winning the of your team is African cut out the racism and xenophobi",0,21723,"WorldCup","Khaled Beydoun","KhaledBeydoun","King Gobèz","Tukwila, WA",687,389
"435631",1018554132326539264,"en","2018-07-15 17:53:23","Twitter for iPhone",81,"RT @9GAG: Even the sky is crying for #Croatia. You've done a great job! #worldcup","Even the sky is crying for You have done great job",0,2750,"Croatia,worldcup","9GAG","9GAG","abdul.","Old Trafford ",807,484
"93235",1014273034281148416,"en","2018-07-03 22:21:50","Twitter for iPhone",83,"RT @HKane: What. A. Feeling. ??

#ThreeLions #ENG #WorldCup https://t.co/gWGTJW4YDv","What Feeling",0,1830,"ThreeLions,ENG,WorldCup","Harry Kane","HKane","????????? ??? ???!!","Arts CU( ´_?`)",521,563
"280095",1016787175352958976,"en","2018-07-10 20:52:08","Twitter for iPhone",92,"RT @ManUtd: .@PaulPogba is a #WorldCup finalist!!!

Well in, Paul ?? https://t.co/FH4cQoziJa","is finalist Well in Paul",0,3471,"WorldCup","Manchester United,Paul Pogba","ManUtd,paulpogba","M. khalid","???, ??????? ??????? ????????",30,309
"75719",1013525345151176704,"en","2018-07-01 20:50:47","Twitter for Android",140,"RT @Reuters: #Messi and #Ronaldo bid farewell to #WorldCup https://t.co/7Lh0PlyOiN For more: https://t.co/7VRyQWsodV https://t.co/n3uJQ1saLW","and bid farewell to For more",0,233,"Messi,Ronaldo,WorldCup","Reuters Top News","Reuters","Natalija Jovanovic","Montenegro, Brasil",135,137
"385487",1018557883687063552,"en","2018-07-15 18:08:18","Twitter for iPhone",140,"RT @HNS_CFF: ?? #CRO captain @lukamodric10 is the best player of the 2018 @FIFAWorldCup in Russia!
? Congratulations to the #WorldCup Golde…","captain is the best player of the in Russia Congratulations to the Golde",0,8673,"CRO,WorldCup","HNS | CFF,Luka Modri?,FIFA World Cup","HNS_CFF,lukamodric10,FIFAWorldCup","eman","Chicago",237,253
"268965",1016753169123033088,"en","2018-07-10 18:37:00","Twitter for Android",102,"RT @FIFAWorldCup: Hugo Lloris doing Hugo Lloris things ?

#FRABEL // #WorldCup https://t.co/Ae38B0xEV8","Hugo Lloris doing Hugo Lloris things",0,635,"FRABEL,WorldCup","FIFA World Cup ?","FIFAWorldCup","Pooja Vedamurthy","Bengaluru",471,653
"118746",1014539437420752896,"en","2018-07-04 16:00:25","Twitter for iPhone",74,"RT @FIFAWorldCup: 20 years ago today...

#WorldCup https://t.co/NGaghSe1yD","years ago today",0,362,"WorldCup","FIFA World Cup ?","FIFAWorldCup","Arturo","Galicia, España",53,430
"398539",1018556737169842176,"en","2018-07-15 18:03:44","Twitter for iPhone",140,"RT @KhaledBeydoun: Dear France, 

Congratulations on winning the #WorldCup. 

80% of your team is African, cut out the racism and xenophobi…","Dear France Congratulations on winning the of your team is African cut out the racism and xenophobi",0,27140,"WorldCup","Khaled Beydoun","KhaledBeydoun","I’m fine. ????????","The Gay Island",174,458
"186952",1013100399681789952,"en","2018-06-30 16:42:12","Twitter for Android",140,"RT @SPORTATSABC: #URU are ready!
#POR are ready!
 
The build up to #URUPOR is LIVE on @Official_SABC1 AT 19:00
 
This is the FIFA #WorldCup…","are ready are ready The build up to is LIVE on AT This is the FIFA",0,9,"URU,POR,URUPOR,WorldCup","#SABCKuzobaLit,SABC1","SPORTATSABC,Official_SABC1","Thulisile Miya","Durban, South Africa",948,1007
"294803",1016816035029291008,"en","2018-07-10 22:46:48","Twitter for iPhone",140,"RT @FIFAWorldCup: #FRA #FRA #FRA

Samuel Umtiti heads @FrenchTeam into the #WorldCup Final ?

? TV listings ? https://t.co/xliHcxWvEO  
? H…","Samuel Umtiti heads into the Final TV listings",0,1120,"FRA,FRA,FRA,WorldCup","FIFA World Cup ?,French Team","FIFAWorldCup,FrenchTeam","Pogballer","Manchester, England",303,270
"336269",1017158655249145856,"en","2018-07-11 21:28:15","Twitter for Android",140,"RT @FOXSports: What a moment. 

Domagoj Vida and his family are the #WorldCup celebration we didn't know we needed. #CROENG https://t.co/2p…","What moment Domagoj Vida and his family are the celebration we did not know we needed",0,208,"WorldCup,CROENG","FOX Sports","FOXSports","Simon","Berlin",342,331
"417379",1018555327715819520,"en","2018-07-15 17:58:08","Twitter for iPhone",164,"Congrats @equipedefrance for winning the 2018 FIFA World Cup @FIFAWorldCup ???????.         #WorldCupFinal #WorldCup #FIFAWC2018 #FifaWorldCup2018 #FIFA2018 #fifa18","Congrats for winning the FIFA World Cup",0,0,"WorldCupFinal,WorldCup,FIFAWC2018,FifaWorldCup2018,FIFA2018,fifa18","Equipe de France,FIFA World Cup","equipedefrance,FIFAWorldCup","Zaidu ali","Seattle, WA",67,19
"21981",1013556811448791040,"en","2018-07-01 22:55:49","Twitter for iPhone",101,"RT @Footy_JokesOG: Out of #WorldCup

Germany ?
Spain ?
Argentina ?
Portugal ? https://t.co/aPvw0YaUBG","Out of Germany Spain Argentina Portugal",0,1918,"WorldCup","Footy Jokes","Footy_JokesOG","??????","???????????",507,497
"358398",1018371959342620672,"en","2018-07-15 05:49:30","Twitter for Android",78,"RT @FIFAWorldCup: Congrats, @BelRedDevils! 

#WorldCup https://t.co/2NWLLWj064","Congrats",0,5533,"WorldCup","FIFA World Cup ?,Belgian Red Devils","FIFAWorldCup,BelRedDevils","??Pramod Yadav??","Dhanbad, India",64,916
"98033",1014271840670375936,"en","2018-07-03 22:17:05","Twitter for Android",115,"RT @SunderlandAFC: ??????? It's coming home. And the full video is coming soon... #WorldCup https://t.co/FCr9wx6EOU","Its coming home And the full video is coming soon",0,178,"WorldCup","Sunderland AFC ??","SunderlandAFC","AJH39","Cramlington.",1534,1158
"393862",1018557123842715648,"en","2018-07-15 18:05:16","Twitter for Android",95,"RT @rose_k01: Speechless!! Was this all fixed? #WorldCupFinal #WorldCup https://t.co/2AOD4ZTDWz","Speechless Was this all fixed",0,118,"WorldCupFinal,WorldCup","Rosy","rose_k01","Vipin Bhardwaj??","Delhi,India",475,1789
"150597",1013206831701913600,"en","2018-06-30 23:45:07","Twitter for iPhone",127,"RT @fussballerisch: French commentators’ reaction to Pavard’s goal is priceless.
#FRA #FRAARG #WorldCup https://t.co/JCFx1uoE6C","French commentators reaction to Pavard goal is priceless",0,8541,"FRA,FRAARG,WorldCup","Zach Townsend","fussballerisch","10 KYLIAN ZIDANE PRÉSIDENT","Domenjod, Le Port, St Pierre",31,121
"42390",1013537012354187264,"en","2018-07-01 21:37:09","Twitter for Android",140,"RT @EASPORTSFIFA: #ARG ?
#POR ?
#ESP ?
#DEN ?
Which nation will continue their journey to win the #WorldCup tomorrow? https://t.co/Yt50Aybw…","Which nation will continue their journey to win the tomorrow",0,339,"ARG,POR,ESP,DEN,WorldCup","EA SPORTS FIFA","EASPORTSFIFA","Santiago","México",50,41
"396512",1018556898268930048,"en","2018-07-15 18:04:23","Twitter for iPhone",129,"RT @LouisVuitton: France is back ! ???
@LouisVuitton congratulates the winning team of the 2018 #WorldCup https://t.co/lloyH55Ab3","France is back congratulates the winning team of the",0,1152,"WorldCup","Louis Vuitton,Louis Vuitton","LouisVuitton,LouisVuitton","Snow Black Panther","Johannesburg, South Africa",1001,1801
"413316",1018555616648888320,"en","2018-07-15 17:59:17","Twitter for Android",139,"RT @Allanpetr: Harry Kane has the most useless Golden Boot in World Cup history 

6 Goals 

3 Penalties
2 deflections 
1 header
 #WorldCup…","Harry Kane has the most useless Golden Boot in World Cup history Goals Penalties deflections header",0,1017,"WorldCup","Sifuna™","Allanpetr","Schmoxy","Namibia",1356,586
"97967",1014271854180294656,"en","2018-07-03 22:17:08","Twitter for iPhone",106,"RT @HKane: Get in there!! Proud. Bottle. Character. ??? #ThreeLions #WorldCup #ENG https://t.co/FIRTBXPzCY","Get in there Proud Bottle Character",0,9005,"ThreeLions,WorldCup,ENG","Harry Kane","HKane","Chris Sumpton","Hull",1385,818
"123332",1014535467755139072,"en","2018-07-04 15:44:39","Twitter for Android",140,"RT @WhoScored: With a WhoScored rating of 9.77, #FRA star @KMbappe is our player of the round in the last-16 #WorldCup 

https://t.co/BINmT…","With WhoScored rating of star is our player of the round in the last",0,24,"FRA,WorldCup","WhoScored.com,Kylian Mbappé","WhoScored,KMbappe","Ganis Santosa","Old Trafford",406,287
"74378",1013525515104411648,"en","2018-07-01 20:51:27","Twitter for Android",139,"RT @FCBarcelona: ?? @ivanrakitic scores the winning penalty to send @HNS_CFF into the #WorldCup quarter-finals, where they'll face Russia!…","scores the winning penalty to send into the quarter finals where they will face Russia",0,1059,"WorldCup","FC Barcelona,Ivan Rakitic,HNS | CFF","FCBarcelona,ivanrakitic,HNS_CFF","Marina???","wonderland ",1841,1718
"180264",1013102420723937280,"en","2018-06-30 16:50:14","Twitter for Android",128,"RT @tboss_guy: Who's your man of the match? ???

Retweet for Mbappe 

Like for Messi 

#FRAARG #Worldcup https://t.co/mAkF7CHp08","Whos your man of the match Retweet for Mbappe Like for Messi",0,719,"FRAARG,Worldcup","Millionaire Business Man","tboss_guy","?DA'FLAME?","Vereeniging, South Africa",403,1672
"372292",1018559132033605632,"en","2018-07-15 18:13:15","Twitter for iPhone",140,"RT @KazeemComedy: . . . . . . But we haven't forgotten what you did in WW2 though. . . . . . #Fra #Worldcup #FrancevsCroatia  #WorldCupFinal","But we have not forgotten what you did in WW though",0,1,"Fra,Worldcup,FrancevsCroatia,WorldCupFinal","Kazeem Rahman","KazeemComedy","A$AP CA$TY"," Denver, CO to Burlington, IA",481,1082
"254778",1016736237548273664,"en","2018-07-10 17:29:43","Twitter for iPhone",140,"RT @FIFAWorldCup: The team news from Saint Petersburg has arrived...

Here are the Starting XIs for #FRABEL ?

#WorldCup https://t.co/cj8UL…","The team news from Saint Petersburg has arrived Here are the Starting XIs for",0,3357,"FRABEL,WorldCup","FIFA World Cup ?","FIFAWorldCup","?Angio972?","Montpellier, France",1205,1199
"127738",1013241771562881024,"en","2018-07-01 02:03:58","TweetDeck",139,"RT @shhitspablo: Now that Ronaldo and Messi are out of the #WorldCup our world's best is Eden Hazard?

Don't argue with me, I'm not in the…","Now that Ronaldo and Messi are out of the our worlds best is Eden Hazard Do not argue with me am not in the",0,83,"WorldCup","02DaysToMyGrandEvent2018","shhitspablo","Uncle M.","C.M.D IBADAN",8062,8575
"26943",1013550781574852608,"en","2018-07-01 22:31:51","Twitter for Android",85,"RT @Boxofficefooty: Love watching Croatia ? #CRODEN #WorldCup https://t.co/shxNImiM4g","Love watching Croatia",0,11,"CRODEN,WorldCup","Skills in Heels?","Boxofficefooty","Manos_Londinium","United Kingdom",737,1709
"454669",1018552954012352512,"en","2018-07-15 17:48:42","Twitter for iPhone",131,"RT @FIFAWorldCup: ????
#FRA

France have won the 2018 FIFA #WorldCup in Moscow! 

#FRACRO // #WorldCupFinal https://t.co/fZhmJmxjVh","France have won the FIFA in Moscow",0,58358,"FRA,WorldCup,FRACRO,WorldCupFinal","FIFA World Cup","FIFAWorldCup","??? ??leedan?????","??? ??? ???????????",686,399
"255954",1016735489213325312,"en","2018-07-10 17:26:45","Twitter Lite",140,"RT @SPORTATSABC: Kevin de Bruyne thrived in a more advanced central role against #BRA

Does he have the key to unlock the #FRA defence toni…","Kevin de Bruyne thrived in more advanced central role against Does he have the key to unlock the defence toni",0,6,"BRA,FRA","#SABCKuzobaLit","SPORTATSABC","MBORO WABANTU EGINGINDLOVU","GINGINDLOVU (KZN SOUTH AFRICA)",23,139
"24501",1013553643688284160,"en","2018-07-01 22:43:14","Twitter for iPhone",140,"RT @fussballerisch: I had to make this because @gregmargotton and @BixeLizarazu are my new favorite commentators? Allez la France #FRA #Wor…","had to make this because and are my new favorite commentators Allez la France",0,546,"FRA","Zach Townsend,Grégoire Margotton,Bixente Lizarazu","fussballerisch,gregmargotton,BixeLizarazu","Hardy","Alsace, France",148,325
"185029",1013100978516742144,"en","2018-06-30 16:44:30","Twitter for iPhone",139,"RT @GandalfIl: #WorldCup #FRAARG 
#FranciaArgentina 4-3
#Maradona 
Finished the worldcup finished the white stripes https://t.co/70QTJzVHCa","Finished the worldcup finished the white stripes",0,28,"WorldCup,FRAARG,FranciaArgentina,Maradona","Gandalf il Grigio","GandalfIl","jihad omer","khartoum - sudan ",230,780
"195471",1013098120627081216,"en","2018-06-30 16:33:09","Twitter for iPhone",140,"RT @SquawkaNews: BREAKING: Javier Mascherano has confirmed his retirement from international football following #ARG's exit from the #World…","BREAKING Javier Mascherano has confirmed his retirement from international football following exit from the",0,1594,"ARG","Squawka News","SquawkaNews","Mathilde ?","Dordogne // Limoges",418,1133
"135285",1013228971033411584,"en","2018-07-01 01:13:06","Twitter for Android",307,"@ShinyWildsharma @khushikadri Messi is a bang average player when it comes to International Football. Doesn't matter how many finals he's reached. He's won nothing except a GB which he never deserved. Ronaldo had won stuff. End of Debate.

Messi has never ever scored beyond the group stage in any #WorldCup","Messi is bang average player when it comes to International Football Does not matter how many finals hes reached Hes won nothing except GB which he never deserved Ronaldo had won stuff End of Debate Messi has never ever scored beyond the group stage in any",0,0,"WorldCup","Abhinav sharma,Dr Khushboo ?????","ShinyWildsharma,khushikadri","Jagrati Shukla","New Delhi, India",59148,329
